x,y,place,population,surface,Environnement,Transports,Sécurité,Santé,Sports et loisirs,Culture,Enseignement,Commerces,Qualité de vie
-0.118955575,0.8097319,Rogécourt,92,5.54,5.24,4.24,6.32,9.85,1.22,8.74,1.71,9.21,0.21
-0.15457559,0.81289613,Rogerville,1257,10.2,6.48,8.74,9.75,6.39,7.07,5.26,7.65,0.5,0.55
-0.09198958,0.7916883,Rogéville,121,7.0,3.22,4.12,1.81,9.72,6.86,6.96,2.77,8.36,0.18
-0.07640903,0.77379453,Roggenhouse,396,6.6,9.31,3.29,1.29,1.25,2.6,0.07,7.66,1.83,8.67
-0.059055544,0.68614805,Rogliano,458,26.87,1.27,8.4,8.23,3.34,0.83,1.73,6.26,5.31,3.49
-0.09945058,0.7486268,Rogna,209,10.66,2.04,4.81,8.67,5.27,1.08,2.7,4.84,7.22,9.47
-0.11136946,0.7001765,Rognac,11631,17.72,5.67,5.04,5.17,1.59,6.27,8.75,2.04,6.85,3.62
-0.09239544,0.7348706,Rognaix,374,8.94,4.73,8.51,7.49,7.53,9.82,9.58,1.53,4.25,1.58
-0.10953186,0.70303863,Rognes,4194,58.38,2.11,9.16,7.57,0.01,9.82,9.78,6.11,9.71,1.93
-0.090709455,0.7669953,Rognon,44,4.07,0.01,2.58,4.91,5.65,3.49,1.45,8.59,6.3,0.63
-0.11593005,0.7079072,Rognonas,3578,8.38,3.76,2.85,8.01,0.07,0.61,0.75,3.42,2.61,8.41
-0.11441173,0.81118536,Rogny,116,5.68,6.04,7.28,4.79,8.11,8.76,8.07,1.91,3.29,1.08
-0.1299164,0.7776494,Rogny-les-Sept-Écluses,725,32.66,5.23,0.16,7.85,6.83,9.55,8.44,1.96,3.41,8.99
-0.13131425,0.70975924,Rogues,128,,5.17,0.45,,8.58,4.39,0.57,9.12,2.82,6.81
-0.13234457,0.8127835,Rogy,94,6.74,8.13,7.92,8.32,2.19,8.53,5.6,0.26,8.64,2.93
-0.15059987,0.7974109,Rohaire,147,10.06,8.49,4.75,5.29,7.4,5.5,1.63,5.38,7.47,4.08
-0.19352692,0.79531926,Rohan,1521,23.49,0.86,9.28,1.66,4.45,9.46,5.11,0.23,1.45,5.47
-0.074317,0.7877796,Rohr,269,3.39,4.12,4.4,2.48,8.49,1.33,4.3,2.63,9.22,7.21
-0.076996975,0.79417795,Rohrbach-lès-Bitche,2115,13.29,9.5,4.16,4.74,6.2,2.78,8.82,6.91,3.96,2.71
-0.07011408,0.7884851,Rohrwiller,1448,3.08,4.01,2.38,6.26,4.1,2.25,0.49,0.33,1.42,7.65
-0.16466245,0.77244526,Roiffé,658,24.28,3.01,9.91,7.53,6.89,2.46,9.52,0.25,9.51,5.74
-0.11489044,0.73112166,Roiffieux,2453,19.57,5.64,0.83,3.61,3.23,6.82,9.1,5.16,7.65,3.57
-0.1255534,0.8112766,Roiglise,162,5.68,1.84,5.15,1.38,0.87,0.77,7.37,9.86,0.91,4.68
-0.11380286,0.7696003,Roilly,36,4.55,7.75,6.79,6.2,8.23,4.1,9.03,1.94,2.14,1.1
-0.13745321,0.79268235,Roinville,888,13.5,7.23,6.94,1.89,1.89,8.79,6.52,9.35,5.34,1.32
-0.1410412,0.79175943,Roinville,349,6.87,6.82,4.56,0.58,2.44,2.65,7.78,7.08,1.8,5.13
-0.13570914,0.7893068,Roinvilliers,61,7.23,7.05,1.77,8.07,8.44,6.84,3.79,3.04,3.22,1.67
-0.12186992,0.8153673,Roisel,1929,10.05,2.9,4.46,7.72,5.0,7.59,2.96,6.53,9.68,8.31
-0.11432875,0.73387545,Roisey,698,13.07,7.04,2.98,0.71,8.26,8.22,2.85,7.91,4.8,0.69
-0.103550054,0.72372204,Roissard,193,14.56,7.89,8.77,1.76,4.12,8.46,0.65,1.37,7.14,9.45
-0.12987375,0.79609114,Roissy-en-Brie,19693,13.75,5.67,2.05,4.23,1.95,3.68,1.76,1.69,0.88,4.17
-0.1308509,0.80000526,Roissy-en-France,2367,14.25,5.92,0.41,7.24,1.6,2.76,0.91,3.98,4.28,3.59
-0.15691856,0.8022451,Roiville,121,8.21,0.62,2.31,8.46,7.01,8.71,6.14,2.74,7.09,6.93
-0.1111306,0.8046583,Roizy,223,11.08,9.87,2.46,2.28,9.64,0.34,0.12,3.67,9.16,1.22
-0.101678915,0.77746725,Rolampont,1508,,0.37,2.79,,4.28,2.85,5.22,5.08,5.29,5.32
-0.07481259,0.79620004,Rolbing,250,6.02,2.71,4.32,4.15,3.85,7.75,8.46,7.62,5.8,1.98
-0.09562412,0.7839996,Rollainville,326,8.08,8.94,5.38,1.18,7.11,1.96,7.47,3.04,6.51,9.86
-0.13141008,0.82501805,Rollancourt,301,11.63,4.14,4.11,8.03,8.13,3.04,7.32,1.95,2.95,1.23
-0.14102012,0.8019155,Rolleboise,401,3.21,5.87,8.1,3.49,8.9,6.24,2.43,4.66,5.42,0.76
-0.15491645,0.81440896,Rolleville,1131,7.03,3.63,2.6,4.15,2.91,9.55,7.56,2.89,4.25,7.98
-0.12774964,0.80994135,Rollot,631,,9.38,9.56,,6.3,1.17,8.3,1.21,6.04,2.45
-0.16657817,0.758007,Rom,788,52.63,2.42,6.35,0.78,9.95,9.22,2.15,0.63,7.7,7.85
-0.13257784,0.7423901,Romagnat,8177,16.95,4.46,0.62,7.06,6.92,2.08,0.12,4.72,7.9,1.55
-0.17531303,0.73244154,Romagne,277,5.2,4.17,5.28,7.78,0.2,0.01,9.19,1.71,5.17,2.4
-0.16444483,0.75721496,Romagne,830,41.22,8.28,8.49,1.71,7.82,0.05,3.85,7.59,1.04,3.79
-0.17576218,0.79636955,Romagné,1605,27.06,3.21,2.41,3.67,3.16,3.47,7.75,2.83,1.23,8.32
-0.09678944,0.8011321,Romagne-sous-les-Côtes,102,14.33,4.77,5.5,3.22,1.3,0.89,5.5,3.73,8.66,3.55
-0.101138204,0.80176854,Romagne-sous-Montfaucon,165,15.57,7.19,2.5,8.4,6.91,1.6,9.02,3.59,7.74,8.08
-0.1021675,0.7356502,Romagnieu,1235,17.31,7.28,6.35,9.5,9.18,7.97,5.65,3.86,8.16,8.37
-0.17121449,0.8007945,Romagny,1009,29.47,0.3,0.62,3.51,0.39,2.46,5.03,5.54,1.71,3.17
-0.08157031,0.7693853,Romagny,186,2.88,9.92,7.86,8.03,5.48,3.84,4.55,4.6,7.78,3.61
-0.082524896,0.771349,Romagny-sous-Rougemont,199,2.48,3.95,8.97,4.75,4.04,1.26,8.78,2.57,9.05,0.14
-0.11588442,0.8036104,Romain,324,,3.16,3.87,,3.22,1.6,4.62,1.61,4.49,9.63
-0.09805315,0.7640534,Romain,140,5.9,4.78,9.99,1.75,1.87,2.15,0.4,2.44,6.05,6.84
-0.08823511,0.78593504,Romain,51,3.13,1.81,9.19,1.73,2.44,0.83,7.09,6.66,9.38,4.69
-0.089940295,0.7672141,Romain,99,4.95,0.35,9.31,5.12,5.73,8.23,1.7,0.32,1.71,0.08
-0.096392475,0.7791786,Romain-aux-Bois,40,8.1,5.0,8.99,8.64,7.31,5.51,8.11,3.31,9.5,1.0
-0.09836208,0.78098494,Romain-sur-Meuse,147,16.59,9.92,4.65,7.05,4.99,0.93,4.6,2.23,6.58,4.57
-0.13202886,0.79802245,Romainville,23779,3.38,9.0,6.12,0.04,8.66,4.15,4.15,6.44,9.53,1.18
-0.14786936,0.80002135,Roman,248,15.26,3.52,6.16,4.28,2.42,0.9,5.97,6.16,6.58,8.64
-0.11181527,0.7476857,Romanèche-Thorins,1717,9.79,5.59,5.33,2.51,3.45,6.15,6.48,6.12,9.25,2.12
-0.099535294,0.7632855,Romange,182,5.42,0.48,4.51,1.33,5.44,3.15,6.74,6.89,7.9,5.46
-0.17041333,0.759911,Romans,523,11.48,8.81,0.6,5.4,0.83,5.75,6.18,6.01,5.18,0.83
-0.108552374,0.74606854,Romans,522,22.11,4.06,0.13,5.9,7.92,6.01,0.52,0.89,9.52,1.76
-0.110415585,0.7273735,Romans-sur-Isère,32667,33.49,9.47,5.68,8.51,4.74,5.27,1.94,9.5,3.22,1.27
-0.075985946,0.7870519,Romanswiller,1194,11.74,8.11,6.3,1.74,0.16,2.75,7.37,0.71,1.48,1.0
-0.1710048,0.75351596,Romazières,80,8.75,2.77,2.45,6.91,1.71,4.32,3.44,5.37,3.05,8.21
-0.17814837,0.7974526,Romazy,237,7.19,8.04,7.77,8.13,3.02,8.13,4.19,7.0,2.94,1.2
-0.07820721,0.7808847,Rombach-le-Franc,820,17.9,4.74,8.59,3.12,4.76,8.2,8.29,4.39,0.2,1.09
-0.08989927,0.7990267,Rombas,10743,11.77,4.18,8.99,7.9,7.47,3.7,7.62,4.65,7.31,2.62
-0.11483316,0.8217619,Rombies-et-Marchipont,569,4.8,0.31,9.0,4.61,1.6,1.14,5.54,6.67,0.56,1.02
-0.12796581,0.82783216,Rombly,42,1.17,7.1,5.83,0.52,6.01,8.0,7.71,0.76,1.27,3.08
-0.17890835,0.75295234,Romegoux,515,13.34,6.44,4.38,7.28,9.74,0.29,6.59,0.29,3.01,9.12
-0.080072,0.79069036,Romelfing,377,10.82,1.92,4.18,3.76,6.11,4.64,2.49,2.29,6.39,8.93
-0.10721905,0.75259167,Romenay,1580,49.09,2.3,1.52,1.43,4.57,9.29,1.74,9.14,2.85,1.52
-0.12165069,0.79816294,Romeny-sur-Marne,419,4.33,4.86,9.17,7.18,6.33,6.84,4.88,5.17,4.7,4.88
-0.11645711,0.8191355,Romeries,350,6.05,0.38,4.73,9.18,9.11,7.17,7.74,2.55,8.55,3.81
-0.115051284,0.81351227,Romery,63,3.93,4.88,3.73,5.54,4.03,0.54,4.72,9.02,3.76,2.32
-0.11479916,0.799329,Romery,153,2.03,9.08,1.98,0.94,4.74,1.82,7.13,5.96,1.78,2.93
-0.1368303,0.8135422,Romescamps,482,10.48,2.94,1.26,2.05,1.16,0.32,4.98,0.38,8.0,3.53
-0.17400765,0.7261039,Romestaing,154,15.49,9.48,7.85,8.29,2.55,6.64,0.71,4.16,0.16,3.37
-0.10660506,0.72222143,Romeyer,154,40.12,3.48,4.95,7.73,8.93,9.56,6.0,0.17,3.55,2.46
-0.11626375,0.8008738,Romigny,215,11.37,9.52,0.96,0.44,2.89,3.86,1.27,0.9,5.53,1.41
-0.13578276,0.7091449,Romiguières,15,3.49,1.39,9.97,0.61,0.03,2.37,9.31,6.57,3.65,1.25
-0.18320525,0.7956591,Romillé,2688,29.02,3.23,2.82,5.27,6.83,3.76,6.47,0.57,0.87,1.97
-0.1506396,0.7845729,Romilly,169,,8.66,4.77,,7.95,6.29,4.63,1.22,6.49,7.4
-0.14965303,0.80309564,Romilly-la-Puthenaye,262,,3.71,4.44,,5.51,2.85,9.43,1.48,6.41,6.68
-0.14774953,0.78465974,Romilly-sur-Aigre,465,12.13,1.68,3.7,5.9,5.75,8.56,9.86,0.31,3.99,1.88
-0.14399412,0.8079882,Romilly-sur-Andelle,2655,8.59,9.52,0.44,5.72,2.04,3.2,8.87,1.8,2.11,0.8
-0.118309,0.78952116,Romilly-sur-Seine,14616,25.21,6.64,5.81,2.28,9.38,2.4,8.63,5.04,0.01,4.74
-0.085878745,0.78290176,Romont,312,,4.03,2.58,,7.34,4.44,0.32,0.92,1.32,7.68
-0.1441976,0.7730282,Romorantin-Lanthenay,18350,45.11,5.17,8.92,3.34,2.76,5.94,5.63,2.14,1.45,1.48
-0.11488974,0.7231607,Rompon,863,22.35,2.52,6.64,8.15,0.88,3.69,2.78,1.55,8.91,6.09
-0.16129379,0.80192125,Rônai,138,5.34,9.11,7.62,1.69,5.8,0.03,6.43,8.99,3.13,3.51
-0.115376584,0.78354394,Roncenay,134,3.8,1.28,1.59,2.61,6.43,2.14,6.03,5.37,6.58,2.96
-0.1740985,0.8076304,Roncey,800,12.3,7.21,3.57,9.28,2.73,5.11,3.46,6.13,3.59,2.66
-0.08643725,0.7713945,Ronchamp,2965,23.42,4.64,1.6,1.24,7.54,8.38,5.79,8.59,3.79,5.61
-0.09626257,0.7610319,Ronchaux,74,5.21,6.25,5.64,9.22,9.52,1.96,4.7,6.86,0.57,8.27
-0.11822578,0.80064493,Ronchères,111,6.02,7.04,7.59,0.31,4.59,3.53,3.76,3.44,9.07,5.2
-0.12751332,0.7757121,Ronchères,93,29.33,6.71,8.22,9.42,8.07,9.74,3.66,7.93,8.66,5.32
-0.1409109,0.8124959,Roncherolles-en-Bray,430,14.55,0.58,4.64,5.9,7.9,1.46,5.59,3.06,3.2,5.21
-0.14447471,0.81046,Roncherolles-sur-le-Vivier,1092,5.33,5.62,4.83,7.39,5.97,2.74,1.72,4.2,1.18,3.88
-0.12020239,0.8266371,Ronchin,17999,5.45,9.92,8.94,2.6,1.91,1.39,9.36,5.03,4.82,8.11
-0.13876954,0.81407017,Ronchois,169,8.75,3.08,5.86,7.65,4.17,1.83,6.72,3.4,6.18,8.51
-0.09057101,0.7982617,Roncourt,818,6.9,9.55,4.7,4.62,4.4,4.96,5.06,9.42,0.86,2.07
-0.119563736,0.8292869,Roncq,12705,10.68,9.82,1.29,7.86,3.08,1.98,6.36,3.54,5.43,8.73
-0.093512796,0.7551065,Rondefontaine,23,2.77,8.95,2.77,6.3,8.7,3.51,3.07,5.78,1.57,2.05
-0.14833845,0.7109709,Ronel,198,9.98,5.91,1.8,0.97,2.1,1.68,6.75,8.44,2.05,5.26
-0.16521034,0.8021085,Ronfeugerai,328,6.67,9.1,3.61,7.48,9.35,7.6,7.8,9.47,3.44,9.1
-0.12693751,0.7514998,Rongères,566,8.97,6.96,4.25,4.57,8.83,3.28,6.7,9.18,7.31,9.42
-0.13611776,0.75130796,Ronnet,177,20.06,4.47,8.55,7.41,3.87,7.19,9.49,9.52,7.02,4.06
-0.11651434,0.7446467,Ronno,596,23.03,2.74,9.91,0.79,2.11,9.78,5.66,3.96,10.0,4.9
-0.13371782,0.8033436,Ronquerolles,742,4.74,8.48,3.62,3.94,5.38,7.88,0.23,0.21,9.03,2.2
-0.1675969,0.7437167,Ronsenac,548,,4.52,7.12,,1.94,6.82,7.97,4.71,9.52,3.13
-0.12108316,0.81587166,Ronssoy,612,7.62,0.75,3.52,8.55,9.68,8.32,1.28,4.67,0.49,4.36
-0.11421746,0.73866117,Rontalon,896,12.66,9.92,4.81,2.3,1.74,5.39,9.75,9.17,0.3,9.86
-0.18190812,0.70713,Rontignon,685,7.06,9.86,6.32,9.73,5.97,8.73,3.04,9.11,1.82,4.03
-0.096219465,0.7976307,Ronvaux,83,2.59,1.22,1.4,7.64,2.72,0.31,6.56,3.04,1.56,2.52
-0.12072116,0.8235224,Roost-Warendin,5744,7.13,0.7,7.24,4.53,8.35,5.81,0.21,0.27,4.8,9.79
-0.08319205,0.77055293,Roppe,675,7.57,6.7,1.35,4.96,6.78,3.56,0.74,2.36,6.5,4.62
-0.068310134,0.7898618,Roppenheim,942,7.04,9.58,8.95,7.5,6.54,3.26,2.75,0.34,5.02,1.21
-0.07855389,0.7679,Roppentzwiller,665,4.0,4.31,5.59,2.67,7.91,5.38,3.02,7.0,0.52,7.45
-0.07416393,0.7949081,Roppeviller,140,13.93,3.98,4.96,6.04,5.81,9.85,7.15,6.05,6.4,3.1
-0.08429533,0.70664823,Roquebillière,1467,25.7,9.66,1.43,8.88,0.07,3.18,1.68,6.91,3.14,6.83
-0.1390844,0.7040602,Roquebrun,576,39.7,7.73,5.31,2.8,8.17,8.44,5.74,7.73,3.64,4.19
-0.1730558,0.72968966,Roquebrune,217,6.67,0.44,2.65,3.0,8.45,1.71,8.72,0.76,5.05,4.61
-0.17256638,0.7134766,Roquebrune,187,18.38,7.85,9.38,4.68,6.84,5.91,7.11,0.59,6.52,0.63
-0.082589716,0.7019753,Roquebrune-Cap-Martin,11692,9.53,5.54,9.6,5.33,6.27,3.83,0.17,4.13,6.0,9.26
-0.09372174,0.6974456,Roquebrune-sur-Argens,11349,107.08,2.04,1.12,6.88,6.28,0.01,2.39,5.59,8.56,7.7
-0.16270867,0.72237813,Roquecor,447,21.09,0.58,3.17,8.8,8.35,1.85,4.52,4.08,5.09,4.72
-0.14789014,0.70827514,Roquecourbe,2209,16.51,6.9,3.43,2.03,1.0,5.96,2.9,7.62,8.45,9.15
-0.14458552,0.69991976,Roquecourbe-Minervois,109,3.67,2.45,3.08,8.27,5.72,9.97,2.66,4.56,8.16,9.79
-0.12985094,0.71110874,Roquedur,192,11.02,0.54,0.41,6.0,4.29,0.95,3.94,5.7,5.9,5.41
-0.14759383,0.7030943,Roquefère,56,8.31,7.87,0.13,4.65,1.78,3.78,1.35,7.72,8.52,8.14
-0.15392536,0.6943554,Roquefeuil,277,22.81,3.69,9.42,1.04,5.72,0.52,7.82,5.02,5.2,5.23
-0.1566426,0.69683486,Roquefixade,151,12.43,7.82,8.53,7.21,0.31,9.96,7.82,4.61,7.24,3.39
-0.1792283,0.7203106,Roquefort,1894,11.98,8.86,8.87,9.37,9.67,5.43,0.49,2.57,2.52,0.92
-0.1679094,0.7206961,Roquefort,1198,7.62,6.51,5.54,3.24,2.41,1.29,7.28,5.14,2.12,4.97
-0.16868806,0.7134707,Roquefort,230,7.3,4.04,4.8,4.03,6.63,1.42,1.93,9.04,5.52,0.13
-0.15162931,0.6926767,Roquefort-de-Sault,113,22.38,0.08,9.43,1.54,0.07,3.19,9.64,4.01,6.21,9.57
-0.1413287,0.6954078,Roquefort-des-Corbières,664,45.6,4.67,6.63,1.01,7.97,0.12,4.75,6.26,3.74,3.54
-0.10689424,0.69550145,Roquefort-la-Bédoule,4733,31.25,9.49,9.91,0.82,3.13,1.27,9.04,4.05,6.15,5.73
-0.1564884,0.6972011,Roquefort-les-Cascades,107,7.06,4.96,5.26,1.89,9.67,1.45,1.51,7.11,8.65,9.82
-0.08816981,0.7008328,Roquefort-les-Pins,5239,21.65,8.55,4.09,5.47,8.19,8.0,0.57,7.93,4.38,0.17
-0.16583052,0.70243245,Roquefort-sur-Garonne,715,13.78,0.45,6.02,5.65,9.14,4.92,1.52,7.84,2.23,1.54
-0.13837849,0.7123171,Roquefort-sur-Soulzon,679,16.9,4.19,4.11,2.18,0.72,8.7,1.52,8.12,6.41,0.15
-0.16911522,0.7128451,Roquelaure,454,,2.75,9.97,,4.87,9.14,0.51,7.47,4.31,6.29
-0.16423692,0.71110064,Roquelaure-Saint-Aubin,60,4.29,4.84,8.89,5.2,0.43,0.59,3.22,1.98,2.58,8.68
-0.115904674,0.7105906,Roquemaure,4848,26.2,5.59,3.15,5.1,1.95,5.73,1.52,5.09,5.27,9.95
-0.15580729,0.7122001,Roquemaure,287,16.01,2.83,0.57,8.47,3.46,0.41,8.72,8.98,4.9,9.45
-0.16986927,0.7163994,Roquepine,46,,9.87,2.33,,3.54,1.2,9.8,5.31,5.7,2.48
-0.13605899,0.70887697,Roqueredonde,138,23.01,5.92,8.14,7.57,6.33,2.38,6.71,0.9,7.45,6.4
-0.15976539,0.7074962,Roques,2988,9.42,6.27,4.49,7.17,2.13,1.73,2.37,4.44,3.46,2.43
-0.1721893,0.7156895,Roques,120,8.67,0.77,2.82,7.03,3.59,5.77,9.66,2.02,6.16,5.06
-0.15585735,0.7108109,Roquesérière,615,,7.71,4.08,,3.29,1.93,4.26,0.74,0.21,0.44
-0.13651174,0.70457834,Roquessels,123,9.14,9.63,2.7,9.15,0.32,6.1,4.5,5.67,0.2,4.49
-0.08837098,0.70448565,Roquesteron,478,6.34,7.6,0.27,7.69,9.72,5.07,0.75,0.38,8.87,1.33
-0.08839293,0.70443916,Roquestéron-Grasse,65,24.12,7.17,1.35,7.34,9.91,9.83,3.21,1.81,9.35,7.46
-0.15089813,0.6969374,Roquetaillade,192,11.74,2.39,4.19,9.19,0.51,8.32,0.8,4.66,5.14,0.54
-0.12826294,0.82914406,Roquetoire,1621,10.89,3.74,8.94,2.09,7.69,1.81,1.98,0.18,0.32,9.9
-0.1599299,0.70732814,Roquettes,3285,3.38,3.24,2.29,4.95,5.47,3.28,1.73,1.44,7.88,4.79
-0.10695535,0.6972058,Roquevaire,7853,24.0,8.18,3.96,0.6,8.53,8.49,5.14,7.84,1.11,2.93
-0.15332519,0.70847636,Roquevidal,129,7.7,9.35,7.11,2.14,2.25,1.04,5.89,9.39,2.19,0.46
-0.1884958,0.7072416,Roquiague,127,10.08,1.15,2.33,0.72,7.57,9.49,5.31,6.55,3.03,4.86
-0.082144015,0.7908476,Rorbach-lès-Dieuze,49,4.31,3.41,2.7,2.8,6.38,2.16,2.4,1.75,9.64,1.33
-0.07716439,0.77961,Rorschwihr,366,2.46,9.98,2.7,2.82,4.02,6.57,3.18,6.84,6.03,2.68
-0.106584914,0.71546197,Rosans,493,30.54,0.53,4.28,1.37,7.37,4.67,9.81,6.44,9.29,8.93
-0.14053388,0.8000252,Rosay,364,4.52,4.81,1.09,3.54,5.53,5.01,6.14,3.03,9.49,4.41
-0.14309709,0.81428474,Rosay,252,10.49,5.73,3.0,7.2,1.56,8.27,4.22,5.05,6.84,6.96
-0.102587484,0.7525566,Rosay,139,,9.75,9.45,,7.21,9.38,6.76,9.65,8.64,7.56
-0.14198893,0.80836177,Rosay-sur-Lieure,464,8.09,4.33,9.55,1.31,2.88,6.16,5.03,0.28,5.07,8.23
-0.066964045,0.67225385,Rosazia,81,19.92,9.63,5.98,4.98,5.17,5.49,7.79,0.98,0.54,9.94
-0.08149767,0.7965898,Rosbruck,912,1.33,5.42,4.2,1.4,9.68,3.83,6.53,0.42,1.92,5.36
-0.21275538,0.80436134,Roscanvel,787,9.38,1.47,9.49,7.7,3.87,9.45,1.01,1.74,8.32,1.34
-0.20474356,0.80975497,Roscoff,3550,6.56,7.89,0.83,3.93,8.38,8.0,6.7,2.84,0.13,4.3
-0.16353534,0.80973476,Rosel,558,3.86,9.97,1.34,2.55,6.62,3.04,9.76,2.51,4.8,2.24
-0.07605067,0.7693676,Rosenau,1840,,2.54,9.25,,2.85,6.58,5.64,2.28,8.59,3.34
-0.07582846,0.7845777,Rosenwiller,616,5.68,0.09,5.67,1.41,0.6,6.53,0.23,6.29,6.04,0.49
-0.09689525,0.76306546,Roset-Fluans,374,,2.22,3.09,,3.1,3.03,0.59,4.74,8.51,1.54
-0.09375986,0.7698027,Rosey,197,14.89,7.02,2.96,6.83,7.16,7.41,7.0,2.49,6.2,5.29
-0.11096579,0.7573644,Rosey,166,4.24,5.84,7.73,4.98,4.98,7.65,5.52,0.29,4.24,2.69
-0.07552233,0.7843654,Rosheim,4548,30.09,6.0,0.96,0.99,5.82,1.22,0.17,0.39,8.87,5.08
-0.12142311,0.718887,Rosières,993,16.45,1.4,3.34,4.01,6.51,7.13,3.6,0.45,7.45,7.55
-0.12738235,0.80276203,Rosières,130,9.26,1.66,2.44,7.09,2.37,1.08,2.11,4.41,9.92,5.62
-0.14817518,0.71505535,Rosières,636,,2.57,5.18,,7.09,2.89,7.42,2.13,1.06,0.74
-0.12324795,0.73054117,Rosières,1309,27.5,7.25,8.06,2.38,9.42,8.53,0.69,8.27,4.75,8.94
-0.088381015,0.7873333,Rosières-aux-Salines,2839,27.56,1.53,2.36,1.31,4.11,3.0,0.93,2.73,0.1,6.21
-0.09178994,0.7911924,Rosières-en-Haye,259,,3.83,2.12,,4.56,9.74,9.92,3.27,3.98,8.09
-0.12659563,0.8137611,Rosières-en-Santerre,2956,13.47,4.56,7.29,5.95,4.55,0.61,4.9,3.71,7.9,3.25
-0.11493751,0.7845938,Rosières-près-Troyes,2608,6.25,7.5,5.46,0.72,6.66,5.93,1.03,0.24,1.96,8.96
-0.086832814,0.7646854,Rosières-sur-Barbèche,117,5.33,1.74,3.75,8.16,5.13,6.51,5.24,9.63,1.27,1.67
-0.09596524,0.77482295,Rosières-sur-Mance,74,5.33,0.3,2.4,4.83,2.7,8.88,2.03,3.67,0.76,4.01
-0.1467088,0.7383451,Rosiers-d'Égletons,1018,38.26,4.12,9.23,3.24,7.45,6.26,4.71,1.98,6.04,7.62
-0.1554158,0.7382937,Rosiers-de-Juillac,194,9.64,7.31,1.07,8.19,7.19,6.53,6.0,7.12,7.56,9.12
-0.13907802,0.7062004,Rosis,261,52.64,4.93,9.62,1.43,6.7,1.55,8.83,5.32,8.89,9.36
-0.18251099,0.76554376,Rosnay,427,14.24,0.47,2.01,5.69,7.32,4.57,0.17,5.07,0.6,0.65
-0.15234615,0.76271296,Rosnay,526,67.11,7.2,9.9,1.05,1.95,2.57,5.15,0.06,8.14,9.39
-0.11503709,0.80215424,Rosnay,275,5.56,4.57,5.46,0.02,8.87,3.49,0.92,7.93,8.59,2.69
-0.1096122,0.7874247,Rosnay-l'Hôpital,215,12.75,1.72,6.88,9.96,7.21,3.94,7.18,2.97,7.79,8.01
-0.20901826,0.8025197,Rosnoën,835,,8.14,1.28,,5.77,9.64,0.01,9.84,3.46,3.16
-0.13157193,0.7978579,Rosny-sous-Bois,39105,5.9,9.03,8.62,5.26,7.92,4.2,2.84,1.12,0.38,8.97
-0.14084081,0.8015453,Rosny-sur-Seine,4758,19.23,5.1,7.7,6.88,7.85,6.12,0.15,2.33,5.1,6.66
-0.13011554,0.8058564,Rosoy,592,4.9,0.1,8.04,8.45,7.61,7.12,4.53,7.55,0.63,9.41
-0.12520526,0.80077434,Rosoy-en-Multien,399,8.53,4.49,8.46,4.65,7.18,7.51,2.41,4.87,4.27,2.2
-0.12827198,0.7840437,Rosoy-le-Vieil,305,8.19,5.31,7.25,8.88,2.12,3.96,5.79,3.04,8.26,0.62
-0.19802843,0.8082106,Rospez,1525,13.43,8.15,2.66,3.1,2.8,0.38,3.57,8.21,7.85,6.35
-0.06228618,0.6730214,Rospigliani,78,9.95,4.94,0.67,3.12,7.58,9.77,5.1,3.72,0.26,7.38
-0.20620368,0.7963043,Rosporden,6441,57.5,0.15,1.26,2.56,8.99,9.25,1.98,1.65,1.47,8.85
-0.09024508,0.7992053,Rosselange,3101,5.33,9.89,5.45,5.1,4.81,0.21,7.32,2.73,6.94,1.76
-0.07403079,0.78146917,Rossfeld,708,6.28,1.17,3.74,8.17,6.7,6.12,7.24,1.44,1.59,2.28
-0.102220684,0.74023473,Rossillon,147,8.08,8.63,9.39,6.05,8.93,6.43,5.7,8.27,1.44,9.35
-0.076330245,0.7921356,Rosteig,566,7.79,9.62,5.21,4.19,6.96,6.98,9.11,0.98,4.48,8.54
-0.19923769,0.7996436,Rostrenen,3616,32.29,6.53,0.06,5.71,3.35,2.63,1.6,3.35,1.69,7.93
-0.117713585,0.8238486,Rosult,1838,8.14,3.13,2.18,8.49,7.65,5.56,4.97,4.59,2.75,3.24
-0.0866864,0.76295257,Rosureux,81,6.16,9.36,3.78,8.21,7.56,7.81,3.48,5.26,0.35,4.07
-0.10216885,0.7535203,Rotalier,163,4.13,2.42,7.85,5.99,3.92,3.26,2.5,6.35,6.38,6.07
-0.13411994,0.810791,Rotangy,195,9.93,8.4,3.2,4.91,8.79,0.73,8.94,4.77,3.44,4.4
-0.07855719,0.78392375,Rothau,1557,3.9,0.25,3.69,4.57,4.62,5.32,9.05,9.43,0.99,0.24
-0.07418704,0.79149294,Rothbach,510,7.92,7.22,4.1,0.4,4.84,5.33,8.63,7.52,1.16,6.49
-0.09635596,0.7332763,Rotherens,192,1.71,8.08,1.63,9.28,3.05,6.07,5.28,6.0,1.81,7.99
-0.13504845,0.8112312,Rothois,144,3.15,3.13,6.84,7.42,3.4,1.9,6.0,8.28,3.21,0.56
-0.10164486,0.75232685,Rothonay,143,13.01,4.62,8.43,6.83,5.78,1.59,3.24,2.88,0.25,7.51
-0.1637602,0.80945647,Rots,1354,12.1,3.13,0.03,3.54,0.46,2.15,8.15,4.39,9.03,7.67
-0.06972367,0.7931473,Rott,414,3.3,3.88,4.16,6.7,0.87,2.12,2.34,2.74,5.27,5.5
