Winner, Standing, Pole, Fatest_lap, City, Overtaking, Lap_nb
Raiducknen, ['Raiducknen', 'Duckmilton', 'Prostduck', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Buckton', 'Ducktel'], Ayrduck, 56, Madrid, 48, 17
Ducktel, ['Ducktel', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Buckton', 'Prostduck'], Verstaduck, 53, Moscou, 42, 12
Duckmilton, ['Duckmilton', 'Buckton', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Duckberg', 'Alonsduck', 'Prostduck', 'Ayrduck'], Raiducknen, 56, Tokyo, 45, 19
Schumaduck, ['Schumaduck', 'Prostduck', 'Duckmilton', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Buckton', 'Duckberg'], Raiducknen, 52, Londres, 43, 16
Prostduck, ['Prostduck', 'Duckmilton', 'Ducktel', 'Schumaduck', 'Buckton', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Ayrduck'], Ayrduck, 52, Tokyo, 46, 20
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Buckton', 'Ayrduck', 'Duckberg', 'Alonsduck', 'Prostduck'], Duckberg, 51, Singapour, 42, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Prostduck', 'Raiducknen', 'Buckton', 'Ayrduck', 'Schumaduck'], Alonsduck, 59, Rome, 41, 10
Duckmilton, ['Duckmilton', 'Prostduck', 'Duckberg', 'Ducktel', 'Verstaduck', 'Raiducknen', 'Ayrduck', 'Schumaduck', 'Alonsduck', 'Buckton'], Duckberg, 55, Berlin, 46, 11
Schumaduck, ['Schumaduck', 'Verstaduck', 'Duckmilton', 'Duckberg', 'Prostduck', 'Raiducknen', 'Ducktel', 'Alonsduck', 'Ayrduck', 'Buckton'], Prostduck, 50, New York, 47, 17
Duckmilton, ['Duckmilton', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Buckton', 'Prostduck', 'Ayrduck'], Prostduck, 57, New York, 41, 19
Verstaduck, ['Verstaduck', 'Duckmilton', 'Duckberg', 'Ducktel', 'Schumaduck', 'Buckton', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Ayrduck'], Prostduck, 58, Berlin, 42, 11
Duckmilton, ['Duckmilton', 'Alonsduck', 'Verstaduck', 'Buckton', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Prostduck', 'Duckberg', 'Ayrduck'], Prostduck, 55, New York, 46, 13
Duckmilton, ['Duckmilton', 'Prostduck', 'Duckberg', 'Alonsduck', 'Buckton', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Raiducknen', 'Schumaduck'], Schumaduck, 52, Madrid, 45, 20
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Buckton', 'Prostduck'], Prostduck, 51, Moscou, 40, 11
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Prostduck', 'Ayrduck', 'Buckton'], Raiducknen, 52, New York, 47, 17
Verstaduck, ['Verstaduck', 'Duckmilton', 'Schumaduck', 'Duckberg', 'Alonsduck', 'Buckton', 'Ayrduck', 'Ducktel', 'Prostduck', 'Raiducknen'], Prostduck, 53, Tokyo, 49, 13
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Buckton', 'Ayrduck', 'Raiducknen'], Raiducknen, 51, Moscou, 41, 15
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Prostduck', 'Schumaduck', 'Buckton', 'Ducktel', 'Raiducknen', 'Ayrduck'], Raiducknen, 55, Moscou, 41, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Alonsduck', 'Schumaduck', 'Ducktel', 'Duckberg', 'Ayrduck', 'Buckton'], Duckberg, 59, Singapour, 42, 14
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Buckton', 'Ducktel', 'Duckberg', 'Ayrduck', 'Prostduck'], Verstaduck, 55, Singapour, 45, 16
Duckmilton, ['Duckmilton', 'Alonsduck', 'Duckberg', 'Ducktel', 'Prostduck', 'Raiducknen', 'Ayrduck', 'Verstaduck', 'Schumaduck', 'Buckton'], Ducktel, 56, Berne, 42, 14
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Ayrduck', 'Buckton', 'Prostduck'], Alonsduck, 51, Rio, 44, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Buckton', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Ducktel', 'Duckberg'], Ayrduck, 53, Paris, 42, 19
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Schumaduck', 'Alonsduck', 'Prostduck', 'Ayrduck', 'Buckton'], Alonsduck, 57, Londres, 48, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Prostduck', 'Alonsduck', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Ayrduck', 'Buckton'], Prostduck, 53, Tokyo, 43, 11
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Buckton', 'Prostduck', 'Ducktel', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Ayrduck'], Schumaduck, 50, Rio, 49, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Prostduck', 'Buckton', 'Ayrduck'], Duckmilton, 51, Pekin, 45, 16
Schumaduck, ['Schumaduck', 'Ducktel', 'Verstaduck', 'Duckmilton', 'Alonsduck', 'Ayrduck', 'Raiducknen', 'Buckton', 'Duckberg', 'Prostduck'], Raiducknen, 55, Berlin, 42, 12
Alonsduck, ['Alonsduck', 'Duckmilton', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Ayrduck', 'Buckton'], Duckberg, 56, Moscou, 45, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Buckton', 'Duckberg', 'Ayrduck', 'Alonsduck', 'Prostduck', 'Ducktel', 'Raiducknen', 'Verstaduck'], Ducktel, 54, Madrid, 43, 11
Duckmilton, ['Duckmilton', 'Prostduck', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Ayrduck', 'Buckton'], Alonsduck, 56, Londres, 49, 14
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Prostduck', 'Ayrduck', 'Duckberg', 'Buckton'], Schumaduck, 58, Berlin, 40, 13
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Prostduck', 'Ayrduck', 'Alonsduck', 'Buckton', 'Raiducknen', 'Duckberg', 'Schumaduck'], Buckton, 57, Moscou, 47, 16
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Buckton', 'Alonsduck', 'Ayrduck', 'Duckberg'], Buckton, 60, Londres, 50, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Buckton', 'Prostduck', 'Raiducknen', 'Ayrduck'], Prostduck, 59, Singapour, 44, 12
Ducktel, ['Ducktel', 'Duckmilton', 'Prostduck', 'Raiducknen', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Schumaduck', 'Buckton', 'Duckberg'], Duckberg, 60, Singapour, 41, 10
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Buckton', 'Alonsduck', 'Prostduck', 'Ayrduck'], Raiducknen, 53, Berlin, 43, 18
Raiducknen, ['Raiducknen', 'Duckmilton', 'Alonsduck', 'Prostduck', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Buckton', 'Duckberg', 'Ayrduck'], Duckberg, 59, Berlin, 44, 20
Duckmilton, ['Duckmilton', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Buckton', 'Prostduck', 'Verstaduck', 'Ayrduck'], Duckberg, 60, Rome, 49, 18
Alonsduck, ['Alonsduck', 'Duckmilton', 'Ducktel', 'Duckberg', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Raiducknen', 'Buckton', 'Ayrduck'], Duckberg, 51, New York, 49, 13
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Prostduck', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Buckton', 'Ducktel', 'Ayrduck'], Ducktel, 60, Singapour, 49, 18
Raiducknen, ['Raiducknen', 'Duckmilton', 'Ducktel', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Buckton', 'Prostduck', 'Ayrduck'], Raiducknen, 59, Madrid, 49, 18
Alonsduck, ['Alonsduck', 'Duckmilton', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Buckton', 'Prostduck', 'Ayrduck'], Schumaduck, 59, New York, 46, 20
Ducktel, ['Ducktel', 'Duckberg', 'Duckmilton', 'Alonsduck', 'Verstaduck', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Ayrduck', 'Buckton'], Verstaduck, 59, Singapour, 47, 13
Duckmilton, ['Duckmilton', 'Prostduck', 'Ducktel', 'Duckberg', 'Verstaduck', 'Raiducknen', 'Ayrduck', 'Alonsduck', 'Buckton', 'Schumaduck'], Ayrduck, 56, Tokyo, 45, 14
Ducktel, ['Ducktel', 'Duckmilton', 'Ayrduck', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Buckton', 'Alonsduck', 'Duckberg', 'Prostduck'], Duckberg, 53, Paris, 42, 14
Duckmilton, ['Duckmilton', 'Alonsduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Prostduck', 'Buckton', 'Verstaduck', 'Ayrduck'], Prostduck, 56, Berne, 46, 11
Buckton, ['Buckton', 'Raiducknen', 'Schumaduck', 'Duckmilton', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Ayrduck', 'Ducktel', 'Duckberg'], Alonsduck, 52, Berlin, 41, 18
Ducktel, ['Ducktel', 'Duckmilton', 'Prostduck', 'Verstaduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Schumaduck', 'Ayrduck', 'Alonsduck'], Schumaduck, 54, Berlin, 49, 10
Duckmilton, ['Duckmilton', 'Duckberg', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Buckton', 'Prostduck', 'Ayrduck', 'Verstaduck'], Ayrduck, 51, Tokyo, 40, 11
Raiducknen, ['Raiducknen', 'Alonsduck', 'Verstaduck', 'Duckmilton', 'Duckberg', 'Schumaduck', 'Buckton', 'Ducktel', 'Ayrduck', 'Prostduck'], Prostduck, 50, Pekin, 48, 18
Ducktel, ['Ducktel', 'Duckmilton', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Duckberg', 'Buckton', 'Alonsduck', 'Prostduck', 'Ayrduck'], Duckberg, 57, Rio, 50, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Ayrduck', 'Raiducknen', 'Duckberg', 'Buckton', 'Prostduck'], Buckton, 55, Madrid, 44, 14
Schumaduck, ['Schumaduck', 'Duckmilton', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Ayrduck', 'Buckton', 'Duckberg', 'Prostduck'], Schumaduck, 56, Londres, 45, 19
Verstaduck, ['Verstaduck', 'Ducktel', 'Duckmilton', 'Ayrduck', 'Alonsduck', 'Schumaduck', 'Buckton', 'Duckberg', 'Prostduck', 'Raiducknen'], Raiducknen, 59, Rome, 40, 11
Schumaduck, ['Schumaduck', 'Prostduck', 'Verstaduck', 'Alonsduck', 'Duckmilton', 'Ducktel', 'Ayrduck', 'Raiducknen', 'Duckberg', 'Buckton'], Duckberg, 54, Pekin, 41, 15
Duckberg, ['Duckberg', 'Duckmilton', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Buckton', 'Ducktel', 'Alonsduck', 'Ayrduck'], Alonsduck, 58, New York, 50, 19
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Duckberg', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Buckton', 'Prostduck', 'Ayrduck'], Duckmilton, 57, Rio, 41, 12
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Buckton', 'Verstaduck', 'Duckberg', 'Ayrduck'], Verstaduck, 51, Singapour, 40, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Ayrduck', 'Ducktel', 'Alonsduck', 'Buckton', 'Prostduck', 'Raiducknen', 'Duckberg'], Raiducknen, 58, Madrid, 49, 10
Schumaduck, ['Schumaduck', 'Duckmilton', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Ayrduck', 'Prostduck', 'Buckton', 'Duckberg'], Duckmilton, 54, Berlin, 45, 15
Duckmilton, ['Duckmilton', 'Raiducknen', 'Duckberg', 'Verstaduck', 'Schumaduck', 'Buckton', 'Ducktel', 'Alonsduck', 'Ayrduck', 'Prostduck'], Alonsduck, 59, Singapour, 48, 12
Duckmilton, ['Duckmilton', 'Buckton', 'Verstaduck', 'Alonsduck', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Ayrduck', 'Ducktel', 'Prostduck'], Ayrduck, 52, Madrid, 48, 15
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Ayrduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Buckton'], Alonsduck, 58, New York, 49, 16
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Buckton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Ayrduck', 'Raiducknen', 'Prostduck'], Duckmilton, 59, Londres, 40, 15
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Schumaduck', 'Buckton', 'Duckberg', 'Prostduck', 'Ducktel', 'Ayrduck'], Alonsduck, 50, Berlin, 43, 10
Duckmilton, ['Duckmilton', 'Alonsduck', 'Buckton', 'Schumaduck', 'Ayrduck', 'Raiducknen', 'Duckberg', 'Ducktel', 'Verstaduck', 'Prostduck'], Ayrduck, 53, Rio, 50, 14
Schumaduck, ['Schumaduck', 'Duckmilton', 'Alonsduck', 'Verstaduck', 'Ayrduck', 'Raiducknen', 'Prostduck', 'Duckberg', 'Buckton', 'Ducktel'], Ducktel, 56, Londres, 45, 19
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Ducktel', 'Prostduck', 'Buckton', 'Ayrduck'], Verstaduck, 55, Rio, 43, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Duckberg', 'Buckton', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Ayrduck', 'Prostduck'], Schumaduck, 57, Pekin, 46, 11
Duckmilton, ['Duckmilton', 'Buckton', 'Prostduck', 'Raiducknen', 'Ducktel', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Schumaduck'], Alonsduck, 58, Berlin, 49, 16
Ducktel, ['Ducktel', 'Duckmilton', 'Verstaduck', 'Buckton', 'Prostduck', 'Duckberg', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Ayrduck'], Duckmilton, 53, Berne, 46, 20
Raiducknen, ['Raiducknen', 'Duckmilton', 'Prostduck', 'Ducktel', 'Alonsduck', 'Ayrduck', 'Duckberg', 'Verstaduck', 'Schumaduck', 'Buckton'], Ducktel, 59, Tokyo, 44, 18
Verstaduck, ['Verstaduck', 'Duckmilton', 'Ayrduck', 'Alonsduck', 'Prostduck', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Buckton', 'Duckberg'], Verstaduck, 50, Londres, 44, 15
Duckmilton, ['Duckmilton', 'Alonsduck', 'Prostduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Buckton', 'Ayrduck'], Schumaduck, 54, Singapour, 50, 17
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Prostduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Ayrduck'], Verstaduck, 52, New York, 44, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Buckton', 'Schumaduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Raiducknen', 'Ayrduck'], Ducktel, 59, Londres, 45, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Buckton', 'Ayrduck', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Prostduck'], Duckmilton, 56, New York, 42, 14
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Ayrduck', 'Raiducknen', 'Ducktel', 'Duckberg', 'Buckton'], Buckton, 50, Berne, 44, 13
Duckmilton, ['Duckmilton', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Prostduck', 'Buckton', 'Ayrduck'], Ducktel, 59, Singapour, 46, 12
Duckmilton, ['Duckmilton', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Ducktel', 'Prostduck', 'Verstaduck', 'Alonsduck', 'Buckton', 'Ayrduck'], Prostduck, 57, Rio, 41, 15
Schumaduck, ['Schumaduck', 'Duckmilton', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Buckton', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Prostduck'], Alonsduck, 51, Berlin, 48, 13
Raiducknen, ['Raiducknen', 'Ducktel', 'Duckmilton', 'Schumaduck', 'Buckton', 'Prostduck', 'Verstaduck', 'Duckberg', 'Alonsduck', 'Ayrduck'], Duckberg, 54, Singapour, 49, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Ayrduck', 'Raiducknen', 'Buckton', 'Ducktel', 'Alonsduck', 'Duckberg', 'Prostduck'], Duckmilton, 52, Berlin, 45, 19
Ayrduck, ['Ayrduck', 'Duckmilton', 'Duckberg', 'Prostduck', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Buckton', 'Alonsduck'], Ducktel, 55, Tokyo, 44, 20
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Buckton'], Verstaduck, 52, Berlin, 42, 17
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Duckberg', 'Ayrduck', 'Alonsduck', 'Raiducknen', 'Buckton', 'Prostduck'], Alonsduck, 54, Paris, 49, 11
Duckmilton, ['Duckmilton', 'Schumaduck', 'Duckberg', 'Buckton', 'Verstaduck', 'Prostduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Alonsduck'], Schumaduck, 58, Berne, 44, 18
Duckmilton, ['Duckmilton', 'Ayrduck', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Verstaduck', 'Prostduck', 'Buckton', 'Duckberg', 'Raiducknen'], Raiducknen, 57, Rio, 46, 15
Duckmilton, ['Duckmilton', 'Alonsduck', 'Verstaduck', 'Buckton', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Prostduck', 'Duckberg'], Duckberg, 60, Rome, 50, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Raiducknen', 'Buckton', 'Prostduck', 'Duckberg'], Duckberg, 50, New York, 41, 16
Alonsduck, ['Alonsduck', 'Schumaduck', 'Duckmilton', 'Prostduck', 'Verstaduck', 'Ducktel', 'Duckberg', 'Ayrduck', 'Buckton', 'Raiducknen'], Duckberg, 51, Londres, 42, 12
Alonsduck, ['Alonsduck', 'Raiducknen', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Ayrduck', 'Prostduck', 'Schumaduck', 'Duckberg', 'Buckton'], Raiducknen, 57, Pekin, 42, 17
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Duckberg', 'Ducktel', 'Schumaduck', 'Ayrduck', 'Buckton'], Raiducknen, 54, Londres, 46, 12
Duckmilton, ['Duckmilton', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Buckton', 'Prostduck', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Raiducknen'], Alonsduck, 58, Moscou, 40, 10
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Buckton', 'Duckberg', 'Prostduck', 'Ayrduck', 'Ducktel'], Duckberg, 60, Londres, 45, 19
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ducktel', 'Prostduck', 'Verstaduck', 'Raiducknen', 'Buckton', 'Schumaduck', 'Ayrduck', 'Duckberg'], Duckmilton, 59, Rome, 48, 11
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Buckton', 'Ducktel', 'Verstaduck', 'Raiducknen', 'Ayrduck', 'Duckberg', 'Prostduck'], Schumaduck, 50, Tokyo, 44, 16
Duckmilton, ['Duckmilton', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Ducktel', 'Ayrduck', 'Buckton', 'Raiducknen'], Duckmilton, 58, Paris, 46, 10
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Buckton', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Schumaduck', 'Ayrduck'], Ducktel, 55, Singapour, 45, 14
Duckmilton, ['Duckmilton', 'Ducktel', 'Raiducknen', 'Duckberg', 'Buckton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Prostduck', 'Ayrduck'], Schumaduck, 54, Rome, 47, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Raiducknen', 'Duckberg', 'Prostduck', 'Buckton'], Buckton, 59, Londres, 49, 17
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ayrduck', 'Prostduck', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Buckton', 'Ducktel'], Prostduck, 55, Pekin, 46, 16
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Alonsduck', 'Prostduck', 'Buckton', 'Ayrduck', 'Raiducknen'], Duckmilton, 50, Rio, 50, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Schumaduck', 'Buckton', 'Ducktel', 'Duckberg', 'Alonsduck', 'Ayrduck'], Raiducknen, 57, Madrid, 43, 20
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Ayrduck', 'Duckberg', 'Schumaduck', 'Buckton', 'Raiducknen', 'Ducktel', 'Prostduck'], Alonsduck, 57, Berlin, 47, 14
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Buckton', 'Ducktel', 'Verstaduck', 'Duckberg', 'Prostduck', 'Ayrduck'], Ayrduck, 59, Tokyo, 41, 10
Verstaduck, ['Verstaduck', 'Alonsduck', 'Ayrduck', 'Duckmilton', 'Buckton', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Ducktel', 'Duckberg'], Ayrduck, 50, Pekin, 48, 15
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Duckberg', 'Buckton', 'Verstaduck', 'Alonsduck', 'Schumaduck', 'Ducktel', 'Ayrduck'], Ducktel, 53, Londres, 41, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Prostduck', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Ayrduck', 'Raiducknen', 'Buckton'], Ducktel, 58, Londres, 43, 13
Ducktel, ['Ducktel', 'Verstaduck', 'Schumaduck', 'Duckmilton', 'Prostduck', 'Duckberg', 'Alonsduck', 'Ayrduck', 'Buckton', 'Raiducknen'], Ducktel, 57, Pekin, 45, 10
Schumaduck, ['Schumaduck', 'Prostduck', 'Duckmilton', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Buckton', 'Ducktel', 'Duckberg', 'Ayrduck'], Prostduck, 58, Paris, 49, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Buckton', 'Alonsduck', 'Schumaduck', 'Duckberg', 'Prostduck', 'Ayrduck'], Ayrduck, 59, Tokyo, 44, 11
Verstaduck, ['Verstaduck', 'Duckmilton', 'Ducktel', 'Schumaduck', 'Duckberg', 'Ayrduck', 'Prostduck', 'Buckton', 'Alonsduck', 'Raiducknen'], Prostduck, 52, Moscou, 40, 10
Verstaduck, ['Verstaduck', 'Ducktel', 'Duckmilton', 'Prostduck', 'Schumaduck', 'Alonsduck', 'Buckton', 'Duckberg', 'Raiducknen', 'Ayrduck'], Prostduck, 53, Berne, 48, 16
Prostduck, ['Prostduck', 'Duckmilton', 'Alonsduck', 'Buckton', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Ducktel', 'Ayrduck'], Prostduck, 55, Tokyo, 42, 11
Prostduck, ['Prostduck', 'Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Ayrduck'], Alonsduck, 56, Moscou, 49, 11
Raiducknen, ['Raiducknen', 'Duckmilton', 'Schumaduck', 'Alonsduck', 'Verstaduck', 'Buckton', 'Duckberg', 'Ducktel', 'Ayrduck', 'Prostduck'], Duckmilton, 56, Paris, 45, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Duckberg', 'Schumaduck', 'Prostduck', 'Alonsduck', 'Buckton', 'Raiducknen', 'Ayrduck'], Prostduck, 59, New York, 47, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Buckton', 'Prostduck', 'Ayrduck', 'Raiducknen', 'Alonsduck', 'Duckberg'], Ducktel, 56, Pekin, 41, 11
Raiducknen, ['Raiducknen', 'Duckberg', 'Duckmilton', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Ayrduck', 'Buckton'], Ducktel, 54, Londres, 44, 10
Duckmilton, ['Duckmilton', 'Duckberg', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Schumaduck', 'Buckton', 'Prostduck', 'Ayrduck'], Ayrduck, 54, Moscou, 48, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Verstaduck', 'Raiducknen', 'Ayrduck', 'Prostduck', 'Duckberg', 'Buckton'], Prostduck, 57, New York, 47, 13
